query_id,variant,baseline,predicted_doc_id,gold_doc_id,schema_hit,n_expected_scalar,n_filled,param_coverage,type_match,exact5,exact20,key_overlap
nlp4lp_test_35,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_35,nlp4lp_test_35,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_36,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_55,nlp4lp_test_36,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_37,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_37,nlp4lp_test_37,1,2,1,0.5,1.0,1.0,1.0,1.0
nlp4lp_test_38,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_38,nlp4lp_test_38,1,9,1,0.1111111111111111,1.0,0.0,0.0,1.0
nlp4lp_test_39,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_39,nlp4lp_test_39,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_40,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_40,nlp4lp_test_40,1,8,3,0.375,0.6666666666666666,0.0,0.0,1.0
nlp4lp_test_41,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_1,nlp4lp_test_41,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_42,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_42,nlp4lp_test_42,1,8,1,0.125,1.0,0.0,0.0,1.0
nlp4lp_test_43,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_43,nlp4lp_test_43,1,3,1,0.3333333333333333,1.0,1.0,1.0,1.0
nlp4lp_test_44,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_44,nlp4lp_test_44,1,4,1,0.25,0.0,0.0,0.0,1.0
nlp4lp_test_45,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_45,nlp4lp_test_45,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_46,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_46,nlp4lp_test_46,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_47,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_47,nlp4lp_test_47,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_48,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_48,nlp4lp_test_48,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_49,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_49,nlp4lp_test_49,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_50,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_50,nlp4lp_test_50,1,8,1,0.125,0.0,0.0,0.0,1.0
nlp4lp_test_51,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_51,nlp4lp_test_51,1,3,0,0.0,0.0,,,1.0
nlp4lp_test_52,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_52,nlp4lp_test_52,1,6,3,0.5,1.0,0.0,0.0,1.0
nlp4lp_test_53,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_53,nlp4lp_test_53,1,3,2,0.6666666666666666,1.0,0.5,0.5,1.0
nlp4lp_test_54,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_54,nlp4lp_test_54,1,4,1,0.25,1.0,0.0,0.0,1.0
nlp4lp_test_55,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_55,nlp4lp_test_55,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_56,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_56,nlp4lp_test_56,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_57,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_57,nlp4lp_test_57,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_58,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_58,nlp4lp_test_58,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_59,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_59,nlp4lp_test_59,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_60,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_60,nlp4lp_test_60,1,8,1,0.125,1.0,0.0,0.0,1.0
nlp4lp_test_61,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_61,nlp4lp_test_61,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_62,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_62,nlp4lp_test_62,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_63,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_63,nlp4lp_test_63,1,3,1,0.3333333333333333,1.0,0.0,0.0,1.0
nlp4lp_test_64,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_64,nlp4lp_test_64,1,4,1,0.25,1.0,0.0,0.0,1.0
nlp4lp_test_65,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_65,nlp4lp_test_65,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_66,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_66,nlp4lp_test_66,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_67,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_67,nlp4lp_test_67,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_68,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_68,nlp4lp_test_68,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_69,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_69,nlp4lp_test_69,1,3,0,0.0,0.0,,,1.0
nlp4lp_test_70,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_70,nlp4lp_test_70,1,8,3,0.375,1.0,0.0,0.0,1.0
nlp4lp_test_71,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_71,nlp4lp_test_71,1,6,1,0.16666666666666666,1.0,0.0,0.0,1.0
nlp4lp_test_72,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_72,nlp4lp_test_72,1,3,1,0.3333333333333333,1.0,1.0,1.0,1.0
nlp4lp_test_73,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_73,nlp4lp_test_73,1,2,1,0.5,1.0,1.0,1.0,1.0
nlp4lp_test_74,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_74,nlp4lp_test_74,1,9,1,0.1111111111111111,1.0,0.0,0.0,1.0
nlp4lp_test_75,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_75,nlp4lp_test_75,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_76,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_76,nlp4lp_test_76,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_77,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_77,nlp4lp_test_77,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_78,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_78,nlp4lp_test_78,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_79,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_79,nlp4lp_test_79,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_80,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_80,nlp4lp_test_80,1,8,1,0.125,1.0,0.0,0.0,1.0
nlp4lp_test_81,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_81,nlp4lp_test_81,1,3,1,0.3333333333333333,1.0,1.0,1.0,1.0
nlp4lp_test_82,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_82,nlp4lp_test_82,1,6,2,0.3333333333333333,1.0,0.0,0.0,1.0
nlp4lp_test_83,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_83,nlp4lp_test_83,1,2,1,0.5,1.0,1.0,1.0,1.0
nlp4lp_test_84,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_84,nlp4lp_test_84,1,4,2,0.5,1.0,1.0,1.0,1.0
nlp4lp_test_85,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_85,nlp4lp_test_85,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_86,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_50,nlp4lp_test_86,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_87,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_87,nlp4lp_test_87,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_88,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_88,nlp4lp_test_88,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_89,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_132,nlp4lp_test_89,0,1,1,1.0,1.0,,,0.3333333333333333
nlp4lp_test_90,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_90,nlp4lp_test_90,1,9,1,0.1111111111111111,1.0,0.0,0.0,1.0
nlp4lp_test_91,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_91,nlp4lp_test_91,1,4,2,0.5,1.0,0.5,0.5,1.0
nlp4lp_test_92,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_92,nlp4lp_test_92,1,7,1,0.14285714285714285,0.0,0.0,0.0,1.0
nlp4lp_test_93,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_93,nlp4lp_test_93,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_94,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_94,nlp4lp_test_94,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_95,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_95,nlp4lp_test_95,1,3,2,0.6666666666666666,1.0,0.0,0.0,1.0
nlp4lp_test_96,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_203,nlp4lp_test_96,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_97,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_97,nlp4lp_test_97,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_98,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_98,nlp4lp_test_98,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_99,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_99,nlp4lp_test_99,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_100,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_100,nlp4lp_test_100,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_101,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_101,nlp4lp_test_101,1,4,2,0.5,1.0,0.0,0.0,1.0
nlp4lp_test_102,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_269,nlp4lp_test_102,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_103,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_103,nlp4lp_test_103,1,7,1,0.14285714285714285,1.0,0.0,0.0,1.0
nlp4lp_test_104,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_104,nlp4lp_test_104,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_105,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_105,nlp4lp_test_105,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_106,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_243,nlp4lp_test_106,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_107,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_107,nlp4lp_test_107,1,10,0,0.0,0.0,,,1.0
nlp4lp_test_108,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_108,nlp4lp_test_108,1,5,2,0.4,1.0,0.0,0.0,1.0
nlp4lp_test_109,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_119,nlp4lp_test_109,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_110,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_110,nlp4lp_test_110,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_111,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_111,nlp4lp_test_111,1,4,1,0.25,1.0,0.0,0.0,1.0
nlp4lp_test_112,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_112,nlp4lp_test_112,1,7,1,0.14285714285714285,0.0,1.0,1.0,1.0
nlp4lp_test_113,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_113,nlp4lp_test_113,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_114,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_114,nlp4lp_test_114,1,5,1,0.2,0.0,0.0,0.0,1.0
nlp4lp_test_115,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_115,nlp4lp_test_115,1,3,2,0.6666666666666666,1.0,0.5,0.5,1.0
nlp4lp_test_116,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_259,nlp4lp_test_116,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_117,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_131,nlp4lp_test_117,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_118,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_118,nlp4lp_test_118,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_119,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_119,nlp4lp_test_119,1,4,2,0.5,1.0,0.0,0.0,1.0
nlp4lp_test_120,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_120,nlp4lp_test_120,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_121,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_121,nlp4lp_test_121,1,4,1,0.25,1.0,0.0,0.0,1.0
nlp4lp_test_122,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_122,nlp4lp_test_122,1,7,1,0.14285714285714285,1.0,0.0,0.0,1.0
nlp4lp_test_123,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_123,nlp4lp_test_123,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_124,short,tfidf_hierarchical_acceptance_rerank,diet_lp,nlp4lp_test_124,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_125,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_125,nlp4lp_test_125,1,3,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
nlp4lp_test_126,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_126,nlp4lp_test_126,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_127,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_24,nlp4lp_test_127,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_128,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_128,nlp4lp_test_128,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_129,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_257,nlp4lp_test_129,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_130,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_1,nlp4lp_test_130,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_131,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_73,nlp4lp_test_131,0,1,1,1.0,1.0,,,0.25
nlp4lp_test_132,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_132,nlp4lp_test_132,1,2,2,1.0,0.5,0.0,0.0,1.0
nlp4lp_test_133,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_216,nlp4lp_test_133,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_134,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_134,nlp4lp_test_134,1,3,2,0.6666666666666666,1.0,0.5,0.5,1.0
nlp4lp_test_135,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_203,nlp4lp_test_135,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_136,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_136,nlp4lp_test_136,1,9,0,0.0,0.0,,,1.0
nlp4lp_test_137,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_190,nlp4lp_test_137,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_138,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_85,nlp4lp_test_138,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_139,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_139,nlp4lp_test_139,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_140,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_140,nlp4lp_test_140,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_141,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_141,nlp4lp_test_141,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_142,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_142,nlp4lp_test_142,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_143,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_143,nlp4lp_test_143,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_144,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_144,nlp4lp_test_144,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_145,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_145,nlp4lp_test_145,1,3,0,0.0,0.0,,,1.0
nlp4lp_test_146,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_146,nlp4lp_test_146,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_147,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_147,nlp4lp_test_147,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_148,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_185,nlp4lp_test_148,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_149,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_149,nlp4lp_test_149,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_150,short,tfidf_hierarchical_acceptance_rerank,transportation_lp,nlp4lp_test_150,0,0,0,0.0,0.0,,,0.0
nlp4lp_test_151,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_151,nlp4lp_test_151,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_152,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_152,nlp4lp_test_152,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_153,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_153,nlp4lp_test_153,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_154,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_154,nlp4lp_test_154,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_155,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_155,nlp4lp_test_155,1,3,0,0.0,0.0,,,1.0
nlp4lp_test_156,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_156,nlp4lp_test_156,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_157,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_157,nlp4lp_test_157,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_158,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_158,nlp4lp_test_158,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_159,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_159,nlp4lp_test_159,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_160,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_160,nlp4lp_test_160,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_161,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_181,nlp4lp_test_161,0,3,0,0.0,0.0,,,0.42857142857142855
nlp4lp_test_162,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_162,nlp4lp_test_162,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_163,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_163,nlp4lp_test_163,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_164,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_164,nlp4lp_test_164,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_165,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_165,nlp4lp_test_165,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_166,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_166,nlp4lp_test_166,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_167,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_167,nlp4lp_test_167,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_168,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_168,nlp4lp_test_168,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_169,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_169,nlp4lp_test_169,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_170,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_170,nlp4lp_test_170,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_171,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_171,nlp4lp_test_171,1,7,0,0.0,0.0,,,1.0
nlp4lp_test_172,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_172,nlp4lp_test_172,1,6,0,0.0,0.0,,,1.0
nlp4lp_test_173,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_173,nlp4lp_test_173,1,8,0,0.0,0.0,,,1.0
nlp4lp_test_174,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_174,nlp4lp_test_174,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_175,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_175,nlp4lp_test_175,1,5,0,0.0,0.0,,,1.0
nlp4lp_test_176,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_176,nlp4lp_test_176,1,4,0,0.0,0.0,,,1.0
nlp4lp_test_177,short,tfidf_hierarchical_acceptance_rerank,nlp4lp_test_177,nlp4lp_test_177,1,5,0,0.0,0.0,,,1.0
